Comments,Surrounding Code Context,Class,Predicted Class
/*frame->hd.type is either NGHTTP2_HEADERS or NGHTTP2_PUSH_PROMISE*/,"-10.   for(i = 0; i < 3; ++i) {
-9.     char c = value[i];
-8.     if(c < '0' || c > '9') {
-7.       return -1;
-6.     }
-5.     res *= 10;
-4.     res += c - '0';
-3.   }
-2.   return res;
-1. }

/*frame->hd.type is either NGHTTP2_HEADERS or NGHTTP2_PUSH_PROMISE*/

1. static int on_header(nghttp2_session *session, const nghttp2_frame *frame,
2.                      const uint8_t *name, size_t namelen,
3.                      const uint8_t *value, size_t valuelen,
4.                      uint8_t flags,
5.                      void *userp)
6. {
7.   struct HTTP *stream;
8.   struct Curl_easy *data_s;
9.   int32_t stream_id = frame->hd.stream_id;
10.   struct connectdata *conn = (struct connectdata *)userp;",Not Useful,1
/*should never be a zero stream ID here*/,"-10.                               int32_t stream_id,
-9.                               const uint8_t *mem, size_t len, void *userp)
-8. {
-7.   struct HTTP *stream;
-6.   struct Curl_easy *data_s;
-5.   size_t nread;
-4.   struct connectdata *conn = (struct connectdata *)userp;
-3.   struct http_conn *httpc = &conn->proto.httpc;
-2.   (void)session;
-1.   (void)flags;

/*should never be a zero stream ID here*/

111",Not Useful,1
/*if they weren't used and then freed before*/,"-3.   Curl_dyn_free(&http->header_recvbuf);
-2.   Curl_dyn_free(&http->trailer_recvbuf);
-1.   if(http->push_headers) {

/*if they weren't used and then freed before*/

1.     for(; http->push_headers_used > 0; --http->push_headers_used) {
2.       free(http->push_headers[http->push_headers_used - 1]);
3.     }
4.     free(http->push_headers);
5.     http->push_headers = NULL;
6.   }
7.   if(!(data->conn->handler->protocol&PROTO_FAMILY_HTTP) ||",Not Useful,1
/*not HTTP/2 ?*/,"-7.     for(; http->push_headers_used > 0; --http->push_headers_used) {
-6.       free(http->push_headers[http->push_headers_used - 1]);
-5.     }
-4.     free(http->push_headers);
-3.     http->push_headers = NULL;
-2.   }
-1.   if(!(data->conn->handler->protocol&PROTO_FAMILY_HTTP) ||

/*not HTTP/2 ?*/

1.     return;",Not Useful,1
/*RST_STREAM*/,"-5.   if(http->stream_id == httpc->pause_stream_id) {
-4.     H2BUGF(infof(data, ""DONE the pause stream (%x)"", http->stream_id));
-3.     httpc->pause_stream_id = 0;
-2.   }
-1.   if(premature || (!http->closed && http->stream_id)) {

/*RST_STREAM*/

111",Not Useful,1
/** Initialize nghttp2 for a Curl connection*/,"-10.     if(rv) {
-9.       infof(data, ""http/2: failed to clear user_data for stream %d"",
-8.             http->stream_id);
-7.       DEBUGASSERT(0);
-6.     }
-5.     set_transfer(httpc, NULL);
-4.     http->stream_id = 0;
-3.   }
-2. }
-1. /*
 * Initialize nghttp2 for a Curl connection

/** Initialize nghttp2 for a Curl connection*/

1.  */
2. static CURLcode http2_init(struct Curl_easy *data, struct connectdata *conn)
3. {
4.   if(!conn->proto.httpc.h2) {
5.     int rc;
6.     nghttp2_session_callbacks *callbacks;
7.     conn->proto.httpc.inbuf = malloc(H2_BUFSIZE);
8.     if(!conn->proto.httpc.inbuf)
9.       return CURLE_OUT_OF_MEMORY;
10.     rc = nghttp2_session_callbacks_new(&callbacks);",Not Useful,1
/*nghttp2_send_callback*/,"-6. void Curl_http2_ver(char *p, size_t len)
-5. {
-4.   nghttp2_info *h2 = nghttp2_version(0);
-3.   (void)msnprintf(p, len, ""nghttp2/%s"", h2->version_str);
-2. }
-1. /*
 * The implementation of nghttp2_send_callback type. Here we write |data| with

/*nghttp2_send_callback*/

1.  * size |length| to the network and return the number of bytes actually
2.  * written. See the documentation of nghttp2_send_callback for the details.
3.  */
4. static ssize_t send_callback(nghttp2_session *h2,
5.                              const uint8_t *mem, size_t length, int flags,
6.                              void *userp)
7. {
8.   struct connectdata *conn = (struct connectdata *)userp;
9.   struct http_conn *c = &conn->proto.httpc;
10.   struct Curl_easy *data = get_transfer(c);",Not Useful,0
/*nghttp2_on_frame_recv_callback*/,"-1.     nghttp2_session_callbacks_set_send_callback(callbacks, send_callback);

/*nghttp2_on_frame_recv_callback*/

1.     nghttp2_session_callbacks_set_on_frame_recv_callback
2.       (callbacks, on_frame_recv);",Not Useful,1
/*nghttp2_on_data_chunk_recv_callback*/,"-2.     nghttp2_session_callbacks_set_on_frame_recv_callback
-1.       (callbacks, on_frame_recv);

/*nghttp2_on_data_chunk_recv_callback*/

1.     nghttp2_session_callbacks_set_on_data_chunk_recv_callback
2.       (callbacks, on_data_chunk_recv);",Not Useful,1
/*nghttp2_on_stream_close_callback*/,"-2.     nghttp2_session_callbacks_set_on_data_chunk_recv_callback
-1.       (callbacks, on_data_chunk_recv);

/*nghttp2_on_stream_close_callback*/

1.     nghttp2_session_callbacks_set_on_stream_close_callback
2.       (callbacks, on_stream_close);",Not Useful,0
/*nghttp2_on_begin_headers_callback*/,"-2.     nghttp2_session_callbacks_set_on_stream_close_callback
-1.       (callbacks, on_stream_close);

/*nghttp2_on_begin_headers_callback*/

1.     nghttp2_session_callbacks_set_on_begin_headers_callback
2.       (callbacks, on_begin_headers);",Not Useful,1
/*nghttp2_on_header_callback*/,"-2.     nghttp2_session_callbacks_set_on_begin_headers_callback
-1.       (callbacks, on_begin_headers);

/*nghttp2_on_header_callback*/

1.     nghttp2_session_callbacks_set_on_header_callback(callbacks, on_header);
2.     nghttp2_session_callbacks_set_error_callback(callbacks, error_callback);",Not Useful,1
/** Returns nonzero if current HTTP/2 session should be closed.*/,"-10.   result = Curl_dyn_addf(req,
-9.                          ""Connection: Upgrade, HTTP2-Settings\r\n""
-8.                          ""Upgrade: %s\r\n""
-7.                          ""HTTP2-Settings: %s\r\n"",
-6.                          NGHTTP2_CLEARTEXT_PROTO_VERSION_ID, base64);
-5.   free(base64);
-4.   k->upgr101 = UPGR101_REQUESTED;
-3.   return result;
-2. }
-1. /*
 * Returns nonzero if current HTTP/2 session should be closed.

/** Returns nonzero if current HTTP/2 session should be closed.*/

1.  */
2. static int should_close_session(struct http_conn *httpc)
3. {
4.   return httpc->drain_total == 0 && !nghttp2_session_want_read(httpc->h2) &&
5.     !nghttp2_session_want_write(httpc->h2);
6. }
7. /*
8.  * h2_process_pending_input() processes pending input left in
9.  * httpc->inbuf.  Then, call h2_session_send() to send pending data.
10.  * This function returns 0 if it succeeds, or -1 and error code will",Not Useful,0
"/** h2_process_pending_input() processes pending input left in
 * httpc->inbuf.  Then, call h2_session_send() to send pending data.
 * This function returns 0 if it succeeds, or -1 and error code will
 * be assigned to *err.*/","-6. static int should_close_session(struct http_conn *httpc)
-5. {
-4.   return httpc->drain_total == 0 && !nghttp2_session_want_read(httpc->h2) &&
-3.     !nghttp2_session_want_write(httpc->h2);
-2. }
-1. /*
 * h2_process_pending_input() processes pending input left in
 * httpc->inbuf.  Then, call h2_session_send() to send pending data.
 * This function returns 0 if it succeeds, or -1 and error code will
 * be assigned to *err.

/** h2_process_pending_input() processes pending input left in
 * httpc->inbuf.  Then, call h2_session_send() to send pending data.
 * This function returns 0 if it succeeds, or -1 and error code will
 * be assigned to *err.*/

1.  */
2. static int h2_process_pending_input(struct Curl_easy *data,
3.                                     struct http_conn *httpc,
4.                                     CURLcode *err)
5. {
6.   ssize_t nread;
7.   char *inbuf;
8.   ssize_t rv;
9.   nread = httpc->inbuflen - httpc->nread_inbuf;
10.   inbuf = httpc->inbuf + httpc->nread_inbuf;",Not Useful,0
/*don't use this anymore*/,"-4.   stream->closed = FALSE;
-3.   if(stream->error == NGHTTP2_REFUSED_STREAM) {
-2.     H2BUGF(infof(data, ""REFUSED_STREAM (%d), try again on a new connection"",
-1.                  stream->stream_id));

/*don't use this anymore*/

1.     data->state.refused_stream = TRUE;",Not Useful,1
"/*data for this stream is returned now, but this stream caused a pause
         already so we need it called again asap*/","-10.     }
-9.     if(h2_process_pending_input(data, httpc, err))
-8.       return -1;
-7.   }
-6.   if(stream->memlen) {
-5.     ssize_t retlen = stream->memlen;
-4.     H2BUGF(infof(data, ""http2_recv: returns %zd for stream %u"",
-3.                  retlen, stream->stream_id));
-2.     stream->memlen = 0;
-1.     if(httpc->pause_stream_id == stream->stream_id) {

/*data for this stream is returned now, but this stream caused a pause
         already so we need it called again asap*/

1.       H2BUGF(infof(data, ""Data returned for PAUSED stream %u"",
2.                    stream->stream_id));
3.     }
4.     else if(!stream->closed) {
5.       drained_transfer(data, httpc);
6.     }
7.     else",Not Useful,0
"/*unknown, but not zero*/","-10.                nghttp2_session_check_request_allowed(h2), (void *)data));
-9.   switch(data->state.httpreq) {
-8.   case HTTPREQ_POST:
-7.   case HTTPREQ_POST_FORM:
-6.   case HTTPREQ_POST_MIME:
-5.   case HTTPREQ_PUT:
-4.     if(data->state.infilesize != -1)
-3.       stream->upload_left = data->state.infilesize;
-2.     else

/*unknown, but not zero*/

1.     data_prd.read_callback = data_source_read_callback;
2.     data_prd.source.ptr = NULL;
3.     stream_id = nghttp2_submit_request(h2, &pri_spec, nva, nheader,
4.                                        &data_prd, data);
5.     break;
6.   default:
7.     stream_id = nghttp2_submit_request(h2, &pri_spec, nva, nheader,
8.                                        NULL, data);
9.   }
10.   Curl_safefree(nva);",Not Useful,1
/*stream 1 is opened implicitly on upgrade*/,"-10.   int rv;
-9.   struct HTTP *stream = data->req.p.http;
-8.   result = Curl_http2_setup(data, conn);
-7.   if(result)
-6.     return result;
-5.   httpc->recv_underlying = conn->recv[FIRSTSOCKET];
-4.   httpc->send_underlying = conn->send[FIRSTSOCKET];
-3.   conn->recv[FIRSTSOCKET] = http2_recv;
-2.   conn->send[FIRSTSOCKET] = http2_send;
-1.   if(data->req.upgr101 == UPGR101_RECEIVED) {

/*stream 1 is opened implicitly on upgrade*/

1.     stream->stream_id = 1;",Not Useful,1
/*stream ID is unknown at this point*/,"-10.                                               stream->stream_id,
-9.                                               data);
-8.     if(rv) {
-7.       infof(data, ""http/2: failed to set user_data for stream %d"",
-6.             stream->stream_id);
-5.       DEBUGASSERT(0);
-4.     }
-3.   }
-2.   else {
-1.     populate_settings(data, httpc);

/*stream ID is unknown at this point*/

1.     stream->stream_id = -1;
2.     rv = nghttp2_submit_settings(httpc->h2, NGHTTP2_FLAG_NONE,
3.                                  httpc->local_settings,
4.                                  httpc->local_settings_num);
5.     if(rv) {
6.       failf(data, ""nghttp2_submit_settings() failed: %s(%d)"",
7.             nghttp2_strerror(rv), rv);
8.       return CURLE_HTTP2;
9.     }
10.   }",Not Useful,1
/*The last #include file should be:*/,"-10. #include ""progress.h""
-9. #include ""gopher.h""
-8. #include ""select.h""
-7. #include ""strdup.h""
-6. #include ""vtls/vtls.h""
-5. #include ""url.h""
-4. #include ""escape.h""
-3. #include ""warnless.h""
-2. #include ""curl_printf.h""
-1. #include ""curl_memory.h""

/*The last #include file should be:*/

1. #include ""memdebug.h""",Not Useful,0
/** Forward declarations.*/,"-2. #include ""memdebug.h""
-1. /*
 * Forward declarations.

/** Forward declarations.*/

1.  */
2. static CURLcode gopher_do(struct Curl_easy *data, bool *done);
3. #ifdef USE_SSL
4. static CURLcode gopher_connect(struct Curl_easy *data, bool *done);
5. static CURLcode gopher_connecting(struct Curl_easy *data, bool *done);
6. #endif
7. /*
8.  * Gopher protocol handler.
9.  * This is also a nice simple template to build off for simple
10.  * connect-command-download protocols.",Not Useful,0
/*Which may not have written it all!*/,"-3.     if(strlen(sel) < 1)
-2.       break;
-1.     result = Curl_write(data, sockfd, sel, k, &amount);

/*Which may not have written it all!*/

1.       result = Curl_client_write(data, CLIENTWRITE_HEADER, sel, amount);
2.       if(result)
3.         break;
4.       k -= amount;
5.       sel += amount;
6.       if(k < 1)",Not Useful,0
/*but it did write it all*/,"-6.       result = Curl_client_write(data, CLIENTWRITE_HEADER, sel, amount);
-5.       if(result)
-4.         break;
-3.       k -= amount;
-2.       sel += amount;
-1.       if(k < 1)

/*but it did write it all*/

1.     }
2.     else
3.       break;
4.     timeout_ms = Curl_timeleft(data, NULL, FALSE);
5.     if(timeout_ms < 0) {
6.       result = CURLE_OPERATION_TIMEDOUT;
7.       break;
8.     }
9.     if(!timeout_ms)
10.       timeout_ms = TIMEDIFF_T_MAX;",Not Useful,1
/*The last #include file should be:*/,"-10. #include ""urldata.h""
-9. #include <curl/curl.h>
-8. #include ""transfer.h""
-7. #include ""sendf.h""
-6. #include ""escape.h""
-5. #include ""progress.h""
-4. #include ""dict.h""
-3. #include ""curl_printf.h""
-2. #include ""strcase.h""
-1. #include ""curl_memory.h""

/*The last #include file should be:*/

1. #include ""memdebug.h""",Not Useful,1
/** Forward declarations.*/,"-2. #include ""memdebug.h""
-1. /*
 * Forward declarations.

/** Forward declarations.*/

1.  */
2. static CURLcode dict_do(struct Curl_easy *data, bool *done);",Not Useful,0
/*unconditionally*/,"-4.   CURLcode result = CURLE_OK;
-3.   struct connectdata *conn = data->conn;
-2.   curl_socket_t sockfd = conn->sock[FIRSTSOCKET];
-1.   char *path = data->state.up.path;

/*unconditionally*/

1.   if(strncasecompare(path, DICT_MATCH, sizeof(DICT_MATCH)-1) ||
2.      strncasecompare(path, DICT_MATCH2, sizeof(DICT_MATCH2)-1) ||
3.      strncasecompare(path, DICT_MATCH3, sizeof(DICT_MATCH3)-1)) {
4.     word = strchr(path, ':');
5.     if(word) {
6.       word++;
7.       database = strchr(word, ':');
8.       if(database) {
9.         *database++ = (char)0;
10.         strategy = strchr(database, ':');",Not Useful,1
/*database*/,"-7.   return result;
-6. }
-5. static CURLcode dict_do(struct Curl_easy *data, bool *done)
-4. {
-3.   char *word;
-2.   char *eword;
-1.   char *ppath;
  char *database = NULL;

/*database*/

1.   char *strategy = NULL;",Not Useful,1
/*strategy*/,"-8.   return result;
-7. }
-6. static CURLcode dict_do(struct Curl_easy *data, bool *done)
-5. {
-4.   char *word;
-3.   char *eword;
-2.   char *ppath;
-1.   char *database = NULL;
  char *strategy = NULL;

/*strategy*/

111",Not Useful,1
/*word*/,"-10.   ZERO_NULL,                            /* perform_getsock */
-9.   ZERO_NULL,                            /* disconnect */
-8.   ZERO_NULL,                            /* readwrite */
-7.   ZERO_NULL,                            /* connection_check */
-6.   ZERO_NULL,                            /* attach connection */
-5.   PORT_DICT,                            /* defport */
-4.   CURLPROTO_DICT,                       /* protocol */
-3.   CURLPROTO_DICT,                       /* family */
-2.   PROTOPT_NONE | PROTOPT_NOURLQUERY     /* flags */
-1. };
static char *unescape_word(const char *inputbuff)

/*word*/

1. {
2.   char *newp = NULL;
3.   char *dictp;
4.   size_t len;
5.   CURLcode result = Curl_urldecode(inputbuff, 0, &newp, &len,
6.                                    REJECT_NADA);
7.   if(!newp || result)
8.     return NULL;",Not Useful,1
